Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Buteogallus aequinoctialis,Accipitridae,Accipitriformes,AVIBASE-478C48D0,4,1,0,3,4.0,36.1,23.3,11.2,16.0,73.3,316.2,78.8,237.5,24.9,147.2,657.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial
Buteogallus anthracinus,Accipitridae,Accipitriformes,AVIBASE-97FDBB06,5,2,3,0,4.0,39.6,25.1,12.9,17.5,78.6,355.2,106.0,239.5,30.7,206.2,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial
Buteogallus coronatus,Accipitridae,Accipitriformes,AVIBASE-ABDAC20A,6,3,1,2,4.0,60.9,39.9,15.8,29.7,119.4,533.0,177.5,361.2,33.0,262.2,2950.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Insessorial
Buteogallus gundlachii,Accipitridae,Accipitriformes,AVIBASE-048545EA,4,0,3,1,4.0,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190.0,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Omnivore,Insessorial
Buteogallus lacernulatus,Accipitridae,Accipitriformes,AVIBASE-2EA48BBF,5,0,1,4,4.0,34.8,21.5,11.7,15.5,77.2,293.8,87.0,207.2,29.6,157.0,312.0,Inferred,NA,YES,Body Mass,Leucopternis melanops,Forest,1,1,Carnivore,Vertivore,Insessorial
Buteogallus meridionalis,Accipitridae,Accipitriformes,AVIBASE-BAA762A5,8,1,2,5,4.0,36.0,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,808.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Insessorial
Buteogallus schistaceus,Accipitridae,Accipitriformes,AVIBASE-B2A7EC84,5,0,1,4,4.0,35.5,22.6,12.6,18.1,75.7,272.0,70.0,204.5,25.5,173.2,1000.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Buteogallus solitarius,Accipitridae,Accipitriformes,AVIBASE-5C9AF2BE,6,0,2,4,4.0,58.6,36.8,18.7,28.0,120.4,526.2,150.6,370.9,28.9,245.3,3000.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Buteogallus urubitinga,Accipitridae,Accipitriformes,AVIBASE-EE908632,9,3,5,1,6.0,46.0,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22.0,255.6,1152.9,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial
Chelictinia riocourii,Accipitridae,Accipitriformes,AVIBASE-22832FF4,5,2,3,0,4.0,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192.0,110.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial
Chondrohierax uncinatus,Accipitridae,Accipitriformes,AVIBASE-9AD67123,8,4,3,1,5.0,36.5,27.6,12.3,18.7,32.3,280.1,60.4,216.9,21.8,196.0,286.1,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial
Circaetus beaudouini,Accipitridae,Accipitriformes,AVIBASE-F4E78AFA,5,4,1,0,4.0,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500.0,Inferred,NA,YES,Body Mass,Circaetus pectoralis,Woodland,2,1,Carnivore,Vertivore,Insessorial
Circaetus cinerascens,Accipitridae,Accipitriformes,AVIBASE-4327F813,4,2,2,0,4.0,42.2,29.0,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126.0,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Circaetus cinereus,Accipitridae,Accipitriformes,AVIBASE-6904D83F,5,2,3,0,4.0,54.7,40.6,15.8,28.6,94.3,517.8,222.0,295.2,42.9,254.0,2048.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Insessorial
Circaetus fasciolatus,Accipitridae,Accipitriformes,AVIBASE-9F2839A9,4,0,1,3,4.0,39.8,27.7,13.9,23.0,71.7,362.2,101.5,260.8,28.0,227.0,1013.6,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Insessorial
Circaetus gallicus,Accipitridae,Accipitriformes,AVIBASE-8372FFBA,5,2,3,0,4.0,47.0,35.0,15.5,24.6,90.9,537.0,216.8,320.2,40.5,280.4,1699.1,Dunning,NA,NO,NA,NA,Woodland,3,3,Carnivore,Vertivore,Aerial
Circaetus pectoralis,Accipitridae,Accipitriformes,AVIBASE-BF553D32,5,2,3,0,4.0,46.7,33.8,14.6,23.1,83.8,527.8,229.0,303.5,43.0,259.4,1500.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Generalist
Circus aeruginosus,Accipitridae,Accipitriformes,AVIBASE-E2A19474,13,6,7,0,4.0,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial
Circus approximans,Accipitridae,Accipitriformes,AVIBASE-1ACF5A6E,8,6,2,0,8.0,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225.0,44.7,233.2,746.2,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial
Circus assimilis,Accipitridae,Accipitriformes,AVIBASE-811762D2,9,6,3,0,8.0,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234.0,45.0,271.1,558.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Circus buffoni,Accipitridae,Accipitriformes,AVIBASE-07E22FE2,4,2,2,0,4.0,41.4,20.9,12.7,16.6,85.3,436.0,210.0,226.0,48.2,265.0,507.4,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Circus cinereus,Accipitridae,Accipitriformes,AVIBASE-83DC8765,9,3,5,1,4.0,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Circus cyaneus,Accipitridae,Accipitriformes,AVIBASE-F558C7F9,9,4,4,1,3.0,30.1,16.0,9.7,13.0,72.1,352.4,158.9,197.1,44.7,131.7,393.0,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial
Circus hudsonius,Accipitridae,Accipitriformes,AVIBASE-A091D50A,4,2,2,0,4.0,31.1,17.2,10.1,13.2,82.0,360.9,161.1,199.8,44.7,212.9,393.0,DataFromSplit,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial
Circus macrosceles,Accipitridae,Accipitriformes,AVIBASE-C194112D,8,3,5,0,7.0,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Aerial
Circus macrourus,Accipitridae,Accipitriformes,AVIBASE-22647E26,9,4,5,0,4.0,29.5,15.0,9.7,12.7,68.0,351.2,185.0,168.4,52.4,226.6,384.4,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial
Circus maillardi,Accipitridae,Accipitriformes,AVIBASE-02B81454,5,1,4,0,4.0,37.4,19.9,11.1,16.6,83.5,353.2,144.0,214.8,40.2,229.0,663.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial
Circus maurus,Accipitridae,Accipitriformes,AVIBASE-A41CD4E7,5,2,0,3,4.0,31.7,17.0,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial
Circus melanoleucos,Accipitridae,Accipitriformes,AVIBASE-1EA96AE1,5,2,3,0,4.0,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214.0,336.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial
Circus pygargus,Accipitridae,Accipitriformes,AVIBASE-63B6412E,7,3,4,0,4.0,26.1,13.5,8.6,11.2,62.0,362.3,188.0,173.3,52.0,224.8,310.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial
Circus ranivorus,Accipitridae,Accipitriformes,AVIBASE-2A2C169B,5,2,3,0,4.0,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44.0,226.8,507.0,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Vertivore,Aerial
Circus spilonotus,Accipitridae,Accipitriformes,AVIBASE-A2F048C0,4,2,2,0,4.0,38.3,20.0,12.1,15.9,86.3,407.2,194.2,213.0,47.7,241.2,558.8,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial
Circus spilothorax,Accipitridae,Accipitriformes,AVIBASE-9D4669E5,5,1,3,1,5.0,35.3,20.9,11.9,14.4,89.1,377.4,133.0,244.4,35.4,215.6,558.8,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial
Clanga clanga,Accipitridae,Accipitriformes,AVIBASE-BAC4CA22,5,2,3,0,4.0,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Generalist
Clanga hastata,Accipitridae,Accipitriformes,AVIBASE-3A985C9F,4,2,2,0,4.0,44.4,26.4,14.0,18.9,90.2,456.5,191.8,264.8,42.0,208.5,1359.4,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Generalist
Clanga pomarina,Accipitridae,Accipitriformes,AVIBASE-C2565B65,9,4,5,0,4.0,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271.0,40.6,213.0,1359.4,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Generalist
Cryptoleucopteryx plumbea,Accipitridae,Accipitriformes,AVIBASE-A6775D0C,5,2,3,0,4.0,32.1,21.0,11.2,16.7,58.9,238.0,74.2,164.8,31.0,145.4,482.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,AVIBASE-3DA062BF,4,3,1,0,4.0,36.5,27.6,13.0,21.3,65.8,290.5,77.0,213.5,26.5,240.2,697.0,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Elanoides forficatus,Accipitridae,Accipitriformes,AVIBASE-1BAC6645,5,2,3,0,4.0,29.4,19.0,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Generalist
Elanus axillaris,Accipitridae,Accipitriformes,AVIBASE-67E74DD0,5,2,2,1,4.0,25.3,15.5,9.0,11.4,38.8,288.4,153.0,135.2,53.1,136.8,270.1,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Elanus caeruleus,Accipitridae,Accipitriformes,AVIBASE-97C47F3E,7,3,4,0,4.0,30.9,16.0,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Elanus leucurus,Accipitridae,Accipitriformes,AVIBASE-CAA5E106,6,0,1,5,4.0,25.3,15.3,8.8,10.9,31.8,294.0,120.3,168.4,41.5,170.3,346.0,Dunning,NA,NO,NA,NA,Human Modified,3,2,Carnivore,Vertivore,Aerial
Elanus scriptus,Accipitridae,Accipitriformes,AVIBASE-468F7841,4,1,1,2,4.0,26.2,16.2,11.8,12.0,38.3,302.2,148.8,153.5,49.2,139.8,316.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,AVIBASE-0C9E322E,3,1,0,2,2.0,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34.0,238.7,575.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,AVIBASE-235CF06A,4,2,1,1,4.0,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250.0,887.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial
Eutriorchis astur,Accipitridae,Accipitriformes,AVIBASE-D5EF2E20,2,0,1,1,2.0,40.3,24.8,11.6,19.5,84.0,318.5,74.2,244.3,23.3,287.5,700.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Gampsonyx swainsonii,Accipitridae,Accipitriformes,AVIBASE-D36BA361,13,3,6,4,4.0,16.2,10.4,7.1,8.4,26.0,147.7,55.9,96.8,36.5,97.9,92.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,AVIBASE-72A83836,4,1,2,1,4.0,37.4,22.3,13.8,16.4,87.3,427.0,148.1,279.0,34.8,199.0,885.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Generalist
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,AVIBASE-51405606,4,2,2,0,4.0,50.5,31.0,15.4,23.0,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial
Geranoaetus polyosoma,Accipitridae,Accipitriformes,AVIBASE-2AAA7F76,11,3,4,4,4.0,36.3,21.1,13.0,18.3,83.4,402.0,153.3,249.8,38.1,192.8,782.6,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Aerial
Geranospiza caerulescens,Accipitridae,Accipitriformes,AVIBASE-25266E29,9,5,4,0,4.0,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial
Gypaetus barbatus,Accipitridae,Accipitriformes,AVIBASE-81DB7410,5,2,3,0,4.0,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378.0,49.5,468.0,5695.0,Dunning,NA,NO,NA,NA,Rock,3,2,Scavenger,Scavenger,Terrestrial
Gypohierax angolensis,Accipitridae,Accipitriformes,AVIBASE-14885C18,12,5,5,2,6.0,57.5,41.0,14.1,23.3,77.3,419.0,127.3,296.6,30.0,196.8,1600.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Gyps africanus,Accipitridae,Accipitriformes,AVIBASE-0419DDC2,5,2,3,0,4.0,61.3,44.0,20.5,30.5,95.7,578.4,225.0,349.2,39.2,224.6,5433.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Scavenger,Scavenger,Terrestrial
Gyps bengalensis,Accipitridae,Accipitriformes,AVIBASE-FC2346E6,5,2,3,0,4.0,64.6,47.4,22.7,32.5,99.1,551.6,214.0,337.8,38.8,213.8,4385.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial
Gyps coprotheres,Accipitridae,Accipitriformes,AVIBASE-F85BEEB4,5,1,0,4,4.0,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial
Gyps fulvus,Accipitridae,Accipitriformes,AVIBASE-5D1987CE,5,4,1,0,4.0,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial
Gyps himalayensis,Accipitridae,Accipitriformes,AVIBASE-9BB5551E,4,1,1,2,4.0,82.5,55.2,23.5,34.0,115.6,759.8,269.5,490.2,35.5,339.0,9798.0,Dunning,NA,NO,NA,NA,Rock,3,1,Scavenger,Scavenger,Terrestrial
Gyps indicus,Accipitridae,Accipitriformes,AVIBASE-C255F69A,5,2,3,0,4.0,71.3,44.6,20.5,29.7,99.7,585.6,223.0,360.0,38.3,235.2,5515.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial
Gyps rueppelli,Accipitridae,Accipitriformes,AVIBASE-76B512B1,4,1,3,0,4.0,77.9,51.5,23.0,32.5,105.7,627.8,236.0,391.8,37.6,235.8,7400.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial
Gyps tenuirostris,Accipitridae,Accipitriformes,AVIBASE-11324DC8,4,1,3,0,4.0,75.6,49.0,20.0,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Scavenger,Scavenger,Terrestrial
Haliaeetus albicilla,Accipitridae,Accipitriformes,AVIBASE-5A3D91D3,5,2,3,0,4.0,74.1,46.1,22.9,33.9,95.0,599.5,227.2,370.9,38.0,294.2,4729.3,Dunning,NA,NO,NA,NA,Rock,3,2,Carnivore,Aquatic predator,Aerial
Haliaeetus humilis,Accipitridae,Accipitriformes,AVIBASE-B7B03CB8,5,1,4,0,4.0,49.5,27.1,13.6,18.6,63.0,353.2,116.3,234.4,33.1,182.8,782.0,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Insessorial
Haliaeetus ichthyaetus,Accipitridae,Accipitriformes,AVIBASE-4C057390,5,2,2,1,4.0,66.1,36.0,16.8,25.7,81.7,471.2,134.6,330.4,29.0,268.8,1590.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Aquatic predator,Insessorial
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,AVIBASE-FED3756C,4,2,2,0,4.0,76.0,48.2,24.0,34.1,81.7,601.8,248.8,353.0,41.4,294.0,4700.6,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Omnivore,Generalist
Haliaeetus leucogaster,Accipitridae,Accipitriformes,AVIBASE-94383EEF,7,2,1,4,6.0,71.3,39.2,18.5,24.9,86.0,556.7,231.8,330.2,41.3,253.3,2827.0,Dunning,NA,NO,NA,NA,Coastal,2,1,Carnivore,Aquatic predator,Aerial
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,AVIBASE-F3CCFC18,5,2,3,0,4.0,63.6,39.1,19.3,28.3,95.3,566.6,241.0,322.8,42.8,290.3,2885.9,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aerial
Haliaeetus pelagicus,Accipitridae,Accipitriformes,AVIBASE-C481FB24,4,1,2,1,4.0,90.6,60.3,28.9,47.0,96.3,598.5,186.2,412.2,31.1,333.6,7757.0,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Generalist
Haliaeetus sanfordi,Accipitridae,Accipitriformes,AVIBASE-4CD1AF3E,5,3,2,0,5.0,59.5,38.9,18.6,26.9,83.0,523.2,186.8,336.4,35.7,265.0,1980.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Generalist
Haliaeetus vocifer,Accipitridae,Accipitriformes,AVIBASE-A19B0CF4,5,2,3,0,4.0,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366.0,33.5,228.0,3400.0,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Aquatic predator,Insessorial
Haliaeetus vociferoides,Accipitridae,Accipitriformes,AVIBASE-A877BECE,5,1,4,0,4.0,57.0,34.4,16.6,25.1,93.3,487.2,156.2,333.0,31.9,236.8,3000.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial
Haliastur indus,Accipitridae,Accipitriformes,AVIBASE-D89A9DC9,5,2,3,0,4.0,48.8,24.4,12.9,17.0,48.2,399.8,147.0,257.2,36.4,203.8,529.0,Dunning,NA,NO,NA,NA,Coastal,2,1,Carnivore,Omnivore,Generalist
Haliastur sphenurus,Accipitridae,Accipitriformes,AVIBASE-FEDDD1F2,5,2,3,0,4.0,40.0,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264.0,753.0,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Omnivore,Aerial
Hamirostra melanosternon,Accipitridae,Accipitriformes,AVIBASE-2775A1ED,5,1,3,1,4.0,40.1,23.8,12.7,16.3,53.0,472.6,244.5,226.0,52.0,233.0,1196.0,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Aerial
Harpagus bidentatus,Accipitridae,Accipitriformes,AVIBASE-E640A953,11,6,5,0,4.0,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Harpagus diodon,Accipitridae,Accipitriformes,AVIBASE-CE6511AB,5,0,1,4,4.0,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200.0,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial
Harpia harpyja,Accipitridae,Accipitriformes,AVIBASE-4D324C9C,6,0,0,6,3.0,70.8,41.0,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442.0,4800.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,AVIBASE-1076B5CE,4,0,2,2,4.0,60.0,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377.0,1959.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Helicolestes hamatus,Accipitridae,Accipitriformes,AVIBASE-58078CCA,3,1,2,0,3.0,34.8,26.1,10.9,11.6,46.0,290.3,64.5,225.8,22.3,125.5,425.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Henicopernis infuscatus,Accipitridae,Accipitriformes,AVIBASE-36DD499F,1,1,0,0,1.0,30.8,20.5,10.1,15.3,41.4,337.0,127.0,210.0,37.7,253.0,571.2,Inferred,NA,YES,Body Mass,Henicopernis longicauda,Forest,2,1,Carnivore,Invertivore,Generalist
Henicopernis longicauda,Accipitridae,Accipitriformes,AVIBASE-AC3B7AD4,5,4,0,1,4.0,31.7,21.6,11.2,14.3,50.4,394.6,157.2,241.5,39.4,301.4,571.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist
Hieraaetus ayresii,Accipitridae,Accipitriformes,AVIBASE-7DF00403,6,2,3,1,5.0,33.5,20.5,11.7,17.8,68.2,383.5,130.0,251.8,34.2,210.0,806.1,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Aerial
Hieraaetus morphnoides,Accipitridae,Accipitriformes,AVIBASE-1117758C,5,3,2,0,4.0,35.7,20.6,10.9,18.1,54.5,364.8,161.2,198.0,44.9,205.2,775.1,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Generalist
Hieraaetus pennatus,Accipitridae,Accipitriformes,AVIBASE-4B8CC285,8,3,5,0,4.0,33.8,19.1,10.1,17.0,65.3,361.8,151.3,209.1,42.0,198.0,823.8,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Generalist
Hieraaetus wahlbergi,Accipitridae,Accipitriformes,AVIBASE-535F3C99,5,2,3,0,4.0,39.3,23.9,12.1,17.4,71.1,413.8,174.8,235.5,42.6,216.8,640.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Insessorial
Hieraaetus weiskei,Accipitridae,Accipitriformes,AVIBASE-BB8B4113,4,1,2,1,4.0,30.4,18.9,10.0,17.0,55.0,337.0,111.5,225.5,33.5,172.0,775.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist
Ictinaetus malaiensis,Accipitridae,Accipitriformes,AVIBASE-28D7E7CC,5,2,3,0,4.0,51.5,26.1,13.7,18.6,68.7,552.8,240.5,316.8,43.2,314.4,1028.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial
Ictinia mississippiensis,Accipitridae,Accipitriformes,AVIBASE-ACFC8EB6,4,2,2,0,4.0,23.0,14.7,11.0,12.3,37.0,291.8,156.5,135.2,53.6,150.2,276.0,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Invertivore,Generalist
Ictinia plumbea,Accipitridae,Accipitriformes,AVIBASE-5A97BF27,5,2,2,1,4.0,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,AVIBASE-3EEB66ED,5,2,3,0,4.0,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,32.4,142.6,278.9,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Invertivore,Insessorial
Leptodon cayanensis,Accipitridae,Accipitriformes,AVIBASE-C2A2B363,4,2,2,0,4.0,33.9,22.4,11.5,16.0,38.5,302.8,57.0,245.8,18.8,221.8,474.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Insessorial
Leptodon forbesi,Accipitridae,Accipitriformes,AVIBASE-D54F02A6,5,3,1,1,5.0,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Insessorial
Leucopternis kuhli,Accipitridae,Accipitriformes,AVIBASE-0DDD022A,10,3,4,3,4.0,30.4,18.3,11.4,15.0,56.2,207.6,54.5,156.6,25.8,148.6,352.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Leucopternis melanops,Accipitridae,Accipitriformes,AVIBASE-95D16974,5,1,1,3,4.0,29.6,18.3,11.1,15.3,56.5,210.8,60.5,149.2,28.9,130.0,312.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Leucopternis semiplumbeus,Accipitridae,Accipitriformes,AVIBASE-B4B9A3B4,5,2,3,0,4.0,28.8,17.1,9.7,14.9,53.8,191.0,47.7,146.5,24.6,123.8,285.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial
Lophaetus occipitalis,Accipitridae,Accipitriformes,AVIBASE-14B9664A,9,4,5,0,4.0,46.6,23.6,11.1,17.4,93.3,373.6,116.1,255.3,31.3,201.4,1067.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial
Lophoictinia isura,Accipitridae,Accipitriformes,AVIBASE-E5D782FB,5,2,2,1,5.0,45.2,28.2,15.1,18.6,71.6,471.2,227.0,244.2,48.1,224.2,579.4,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Aerial
Lophotriorchis kienerii,Accipitridae,Accipitriformes,AVIBASE-BEB2A9A8,7,2,2,3,4.0,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Aerial
